Plate,Well,Line,Day,Analyze,Algorithm,Single_Electrode_Bursts,Min_Surprise,Threshold_Factor,Min_IBI,Min_Electrodes,Burst_Inclusion,Min_Number_Spikes,Max_ISI
32,C1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C2,R841X-C DHPG,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C2,R841X-C DHPG,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C2,R841X-C DHPG,22,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
32,C2,R841X-C DHPG,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C2,R841X-C DHPG,29,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C2,R841X-C DHPG,33,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C2,R841X-C DHPG,38,YES,Envelope-95,Poisson Surprise,3,1.25,100,25,95,NA,NA
32,C2,R841X-C DHPG,41,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C2,R841X-C DHPG,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C3,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C3,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C3,R841X,22,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
32,C3,R841X,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C3,R841X,29,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C3,R841X,33,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C3,R841X,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C3,R841X,41,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C3,R841X,47,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C4,R841X DHPG,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C4,R841X DHPG,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C4,R841X DHPG,22,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
32,C4,R841X DHPG,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
32,C4,R841X DHPG,29,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C4,R841X DHPG,33,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C4,R841X DHPG,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C4,R841X DHPG,41,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
32,C4,R841X DHPG,47,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
33,A1,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A1,19-2-2 WT,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,16,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,19,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,22,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,26,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,31,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,34,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,38,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A2,19-2-2 WT,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,A3,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A3,19-2-2 KO,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,A4,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,A4,19-2-2 KO,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B1,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B1,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B1,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B1,19-2-2 WT,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,B1,19-2-2 WT,31,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
33,B1,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B1,19-2-2 WT,38,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
33,B1,19-2-2 WT,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,16,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,19,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,22,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,26,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,31,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,34,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,38,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B2,19-2-2 WT,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,B3,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B3,19-2-2 KO,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,26,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
33,B4,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,B4,19-2-2 KO,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C1,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C1,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C1,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C1,19-2-2 WT,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C1,19-2-2 WT,31,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
33,C1,19-2-2 WT,34,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
33,C1,19-2-2 WT,38,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
33,C1,19-2-2 WT,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C2,19-2-2 WT,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,C3,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C3,19-2-2 KO,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,26,YES,Adaptive-e35,Poisson Surprise,3,NA,NA,35,NA,50,auto
33,C4,19-2-2 KO,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
33,C4,19-2-2 KO,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A1,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A1,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A1,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A1,R841X-C,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A1,R841X-C,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A1,R841X-C,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A1,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A1,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A2,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A2,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A2,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A2,R841X-C,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A2,R841X-C,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A2,R841X-C,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A2,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A2,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A2,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A3,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A3,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A3,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A3,R841X,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A3,R841X,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A3,R841X,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A3,R841X,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A3,R841X,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A3,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A4,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A4,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A4,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,A4,R841X,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A4,R841X,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A4,R841X,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A4,R841X,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A4,R841X,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,A4,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B1,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B1,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B1,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B1,R841X-C,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B1,R841X-C,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B1,R841X-C,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B1,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B1,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B2,R841X-C,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B2,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B2,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B2,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,26,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B3,R841X,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B3,R841X,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B3,R841X,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B3,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,B4,R841X,34,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,38,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,B4,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C1,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C1,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C1,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C1,R841X-C,26,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
34,C1,R841X-C,31,YES,Envelope-95,Poisson Surprise,3,1.25,100,25,95,NA,NA
34,C1,R841X-C,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C1,R841X-C,38,YES,Envelope-95,Poisson Surprise,3,1.25,100,25,95,NA,NA
34,C1,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C2,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C2,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C2,R841X-C,22,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
34,C2,R841X-C,26,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
34,C2,R841X-C,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C2,R841X-C,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C2,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C2,R841X-C,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C2,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C3,R841X,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C3,R841X,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C3,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
34,C4,R841X,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
34,C4,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,34,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A1,R841X-C,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A2,R841X-C DHPG,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A2,R841X-C DHPG,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A2,R841X-C DHPG,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A2,R841X-C DHPG,26,YES,Envelope-t4,Poisson Surprise,3,4,100,25,75,NA,NA
35,A2,R841X-C DHPG,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A2,R841X-C DHPG,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A2,R841X-C DHPG,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A2,R841X-C DHPG,42,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A2,R841X-C DHPG,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,38,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A3,R841X,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,26,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,31,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A4,R841X DHPG,34,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A4,R841X DHPG,38,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,A4,R841X DHPG,42,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,A4,R841X DHPG,47,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
35,B1,R841X-C,16,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,19,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,22,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,26,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,31,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,34,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,38,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,42,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B1,R841X-C,47,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B2,R841X-C DHPG,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B2,R841X-C DHPG,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
35,B2,R841X-C DHPG,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
