Plate,Well,Line,Day,Analyze,Algorithm,Single_Electrode_Bursts,Min_Surprise,Threshold_Factor,Min_IBI,Min_Electrodes,Burst_Inclusion,Min_Number_Spikes,Max_ISI
11,A1,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,60,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A1,19-2-2 KO,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,60,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A2,19-2-2 KO,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,46,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,A3,19-2-2 WT,49,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,A3,19-2-2 WT,52,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,A3,19-2-2 WT,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,60,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A3,19-2-2 WT,63,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,55,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,A4,19-2-2 WT,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,A4,19-2-2 WT,60,YES,ISI-200,Poisson Surprise,3,NA,NA,25,NA,50,20
11,A4,19-2-2 WT,63,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B1,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,29,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B1,19-2-2 KO,30,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B1,19-2-2 KO,34,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B1,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,52,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,55,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,57,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,60,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B1,19-2-2 KO,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,57,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,60,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B2,19-2-2 KO,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B3,19-2-2 WT,52,YES,ISI-200,Poisson Surprise,3,NA,NA,25,NA,50,20
11,B3,19-2-2 WT,55,YES,ISI-200,Poisson Surprise,3,NA,NA,25,NA,50,20
11,B3,19-2-2 WT,57,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B3,19-2-2 WT,60,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B3,19-2-2 WT,63,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B4,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,B4,19-2-2 WT,43,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B4,19-2-2 WT,46,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B4,19-2-2 WT,49,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B4,19-2-2 WT,52,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B4,19-2-2 WT,55,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,B4,19-2-2 WT,57,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B4,19-2-2 WT,60,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,B4,19-2-2 WT,63,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
11,C1,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,60,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C1,19-2-2 KO,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,29,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,60,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C2,19-2-2 KO,63,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,24,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,29,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C3,19-2-2 WT,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,52,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,55,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,57,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,60,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C3,19-2-2 WT,63,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
11,C4,19-2-2 WT,16,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,19,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,22,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,24,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,29,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,30,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,34,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,37,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,40,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,43,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,46,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,49,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,52,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,55,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,57,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,60,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
11,C4,19-2-2 WT,63,YES,Envelope-90,Poisson Surprise,3,1.25,100,25,90,NA,NA
12,A1,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,25,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,49,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,52,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,55,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,58,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,61,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A1,R841X-C,64,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,16,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,19,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,22,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,25,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,30,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,31,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,34,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,37,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,40,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,43,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,46,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,49,YES,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,52,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,55,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,58,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,61,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A2,R841X-C,64,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,A3,R841X,16,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,19,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,22,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,25,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,30,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,31,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,34,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,37,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,40,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,43,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,46,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,49,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,52,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,55,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,58,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,61,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A3,R841X,64,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,16,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,19,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,22,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,25,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,30,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,31,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,34,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,37,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,40,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,43,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,46,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,49,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,52,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,55,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,58,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,61,YES,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,A4,R841X,64,NO,Adaptive,Poisson Surprise,3,NA,NA,25,NA,50,auto
12,B1,R841X-C,16,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,B1,R841X-C,19,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,B1,R841X-C,22,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
12,B1,R841X-C,25,NO,Envelope,Poisson Surprise,3,1.25,100,25,75,NA,NA
