"","Plate","Week","Line","Mean.Firing.Rate.Hz","ISI.Coefficient.of.Variation.Avg","Network.ISI.Coefficient.of.Variation","Weighted.Mean.Firing.Rate.Hz","Burst.Duration.Avg.sec","Burst.Duration.Std.sec","Number.of.Spikes.per.Burst.Avg","Number.of.Spikes.per.Burst.Std","Mean.ISI.within.Burst.Avg.sec","Mean.ISI.within.Burst.Std.sec","Median.ISI.within.Burst.Avg.sec","Inter.Burst.Interval.Avg.sec","Inter.Burst.Interval.Std.sec","Burst.Frequency.Avg.Hz","Burst.Frequency.Std.Hz","Normalized.Duration.IQR.Avg","IBI.Coefficient.of.Variation.Avg","Burst.Percentage.Avg","Network.Burst.Frequency","Network.Burst.Duration.Avg.sec","Network.Burst.Duration.Std.sec","Number.of.Spikes.per.Network.Burst.Avg","Number.of.Spikes.per.Network.Burst.Std","Mean.ISI.within.Network.Burst.Avg.sec","Mean.ISI.within.Network.Burst.Std.sec","Median.ISI.within.Network.Burst.Avg.sec","ISI.CoV.within.Network.Burst.Avg","Network.Burst.Percentage","Network.IBI.Coefficient.of.Variation","Network.Normalized.Duration.IQR","Area.Under.Normalized.Cross.Correlation","Full.Width.at.Half.Height.of.Normalized.Cross.Correlation","Synchrony.Index","Kreuz.SPIKE.Distance","Burst.Peak.Max.Spikes.per.sec","Time.to.Burst.Peak.ms"
"426",16,7,"CTRL",2.963437,1.499986,2.166814,5.918646,0.51388,1.44994,8.391945,4.880465,0.073268,0.194254,0.08113,12.249633,37.54759,0.364074,0.292271,0.400714,0.636992,24.812919,0.64,0.694691,0.063364,230.958333,33.058861,0.003046,0.000228,0.000808,2.271565,77.935956,0.34319,0.116287,0.124547,29,0.194112,0.307504,1338.541667,338.5
"427",16,7,"CTRL",4.967396,1.990392,3.552815,7.945333,0.246337,0.349083,13.790558,11.761732,0.0486,0.112033,0.024897,8.670933,16.611993,0.382745,0.244031,0.483616,0.483466,39.520573,0.583333,0.705212,0.055579,497.182857,50.768697,0.001429,0.000117,4e-04,3.637923,91.227169,0.222046,0.084525,0.186383,29,0.294622,0.406041,2862.857143,290.5
"428",16,8,"CTRL",4.15875,2.342658,4.293053,6.644083,0.185085,0.215321,15.055516,12.987998,0.027686,0.05684,0.016697,6.421887,8.83234,0.315143,0.1735,0.460231,0.460041,44.46761,0.44,0.732145,0.066634,561.833333,63.171542,0.001314,0.00013,0.000325,4.284298,92.87897,0.308224,0.080449,0.211406,27,0.33174,0.458809,3409.090909,296.5
"429",16,8,"CTRL",5.494896,1.836743,3.585472,9.247018,0.307711,0.778028,13.721545,12.986812,0.059903,0.166285,0.050908,7.453005,16.332796,0.499524,0.368548,0.313467,0.39464,29.061662,0.83,0.335663,0.048321,385.590361,45.319752,0.000875,9.7e-05,0.000396,2.22479,91.00491,0.21278,0.151447,0.146952,21,NA,NA,2702.811245,72.5
"430",16,2,"KO",0.087813,1.827577,1.883744,0.887222,0.329711,0.034373,5.929808,1.639581,0.070876,0.023445,0.06541,6.642945,3.100762,0.131667,0.105216,0.370244,0.780483,14.878482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00094,13,0.00584,0.039798,NA,NA
"431",16,3,"KO",0.256198,1.82278,1.497383,0.953922,1.730648,3.532581,6.286165,2.479126,0.22276,0.36877,0.192112,32.056245,43.414276,0.102222,0.140247,1.575925,0.864659,26.416972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00326,54,0.015904,0.10244,NA,NA
"432",16,3,"KO",0.077083,1.757499,1.353426,0.417273,1.199755,0.646289,11.158075,18.904756,0.224811,0.09811,0.211734,47.529347,27.604655,0.015758,0.014228,0.578439,0.831627,13.881346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000715,9,0.008138,0.105195,NA,NA
"433",16,3,"KO",0.495573,1.547942,1.260506,1.848039,1.86699,4.163835,8.020867,7.059938,0.295216,0.616009,0.20957,20.776339,33.409624,0.106667,0.115009,0.901269,0.878059,18.683458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006209,1,0.02426,0.118959,NA,NA
"434",16,4,"KO",0.96099,1.58515,1.794292,2.453467,0.574464,1.017249,7.491888,3.253057,0.090659,0.113802,0.073088,21.861576,28.606222,0.130556,0.117887,0.837644,0.674819,29.238523,0.193333,1.274721,0.302033,185.775862,32.246878,0.006919,0.001195,0.003495,1.528925,58.397919,0.611586,0.34455,0.023262,3,0.102457,0.148065,396.551724,452.5
"435",16,4,"KO",1.527396,2.437551,2.593496,3.483333,0.278968,0.075209,14.481303,18.877311,0.039253,0.024951,0.035258,16.549828,23.043504,0.167821,0.117791,0.52842,0.706729,36.476571,0.246667,0.946606,0.155378,300.351351,39.330852,0.003167,0.000285,0.001214,1.984318,75.789402,0.729999,0.097138,0.054921,3,0.180503,0.227957,1108.108108,396.5
"436",16,5,"KO",1.576146,1.638427,2.448013,4.188333,1.578142,4.195481,11.946806,10.152557,0.170529,0.402589,0.139639,30.503622,56.298559,0.170333,0.141751,0.543142,0.85038,18.486715,0.296667,0.890915,0.107246,242.033708,37.532244,0.003735,0.000407,0.001512,1.900692,71.18168,1.168028,0.114103,0.045923,3,0.078982,0.302502,876.404494,446.5
"437",16,5,"KO",2.566094,1.907962,2.71151,4.313596,0.641627,1.95337,14.984452,15.103558,0.098814,0.274904,0.062908,12.909887,18.014908,0.183333,0.125225,0.421327,0.597703,36.065315,0.27,0.868146,0.059588,464.962963,36.577126,0.001877,0.000123,0.000607,2.557486,76.441576,0.339249,0.068368,0.103042,37,0.205686,0.401493,2123.45679,394.5
"438",16,6,"KO",4.114115,2.567852,2.65482,6.745385,0.257855,0.126158,22.173936,31.116203,0.033178,0.029996,0.029496,15.096749,27.996884,0.212,0.148995,0.533452,0.545164,35.493082,0.36,0.824732,0.057487,604.111111,73.307614,0.001377,9.6e-05,0.000451,2.592554,82.596752,0.227702,0.048765,0.128458,35,0.198229,0.429811,2861.111111,336.5
"439",16,6,"KO",3.245417,1.989737,2.807133,4.823178,0.293704,0.564134,17.435613,30.418852,0.046456,0.130473,0.021434,18.609441,40.612596,0.230185,0.144418,0.446657,0.572509,38.562959,0.37,0.772399,0.057061,477.126126,49.42839,0.001631,0.000119,0.000487,2.968425,84.99326,0.448414,0.077525,0.134248,39,0.257765,0.498632,2657.657658,342.5
"440",16,6,"KO",3.085521,2.287129,2.178406,4.483712,0.174174,0.093561,20.131712,29.92564,0.018902,0.013959,0.015029,9.666497,16.248941,0.140159,0.053226,0.429811,0.418499,53.798792,0.17,0.937048,0.096858,788.019608,50.698122,0.001189,5.1e-05,0.000305,2.879047,67.838696,0.300296,0.032565,0.211303,40,0.446822,0.429043,4823.529412,432.5
"441",16,7,"KO",3.23651,1.514261,2.362925,5.444298,0.219075,0.606083,8.896287,8.930504,0.031215,0.066574,0.021872,8.008294,11.305511,0.365632,0.260505,0.581118,0.479614,27.095027,0.63,0.686146,0.05057,276.333333,19.08854,0.002497,0.000171,0.000646,2.5991,84.04596,0.153958,0.072469,0.150492,42,0.231757,0.444515,2015.873016,366.5
"442",16,7,"KO",2.143438,1.583617,2.56513,4.023627,1.313404,3.405744,13.34785,19.373101,0.14808,0.371532,0.129834,40.051986,62.652522,0.200952,0.218974,0.434113,0.577046,26.189792,0.48,0.732951,0.067288,246.472222,24.497736,0.002996,0.00022,0.001039,2.561971,86.241921,0.162467,0.081224,0.081418,32,0.144871,0.380696,1361.111111,326.5
"443",16,8,"KO",2.616146,2.213833,2.745579,4.394386,0.370699,0.719606,15.55012,19.187131,0.07675,0.231771,0.020256,24.699905,49.852277,0.166857,0.129569,0.368405,0.422953,35.120263,0.276667,0.81449,0.096051,472.313253,32.618612,0.001726,0.000109,0.000408,3.028664,78.044993,0.282882,0.061462,0.162448,34,0.256434,0.438947,2903.614458,398.5
"444",16,8,"KO",2.082865,1.829638,3.235482,4.915309,0.939629,2.024051,12.437141,14.354228,0.210827,0.482781,0.100499,22.137318,50.191628,0.246944,0.234341,0.363757,0.497658,24.124626,0.55,0.328653,0.029934,208.612121,14.700501,0.001588,0.000157,0.000827,1.837424,86.071866,0.143519,0.090736,0.078668,33,NA,NA,1400,94.5
"445",16,2,"CTRL",0.046875,1.301751,1.068571,0.321481,2.535616,3.123969,7.796296,2.96849,0.345996,0.369445,0.315919,33.215575,1.140599,0.012222,0.013771,1.234739,0.989568,10.414412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001034,23,0.005692,0.031139,NA,NA
"446",16,3,"CTRL",0.134479,1.306102,1.152897,0.49098,1.810336,1.860246,6.620502,1.726863,0.27537,0.30845,0.249966,48.075413,38.802816,0.030333,0.031835,1.155532,0.694944,12.107791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002932,79,0.009652,0.111945,NA,NA
"447",16,3,"CTRL",0.079948,1.734652,1.525233,0.355714,4.981224,7.56952,7.47317,3.148246,0.6502,0.802966,0.379481,50.38438,57.540614,0.024167,0.025942,1.229327,0.662478,24.345731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002282,3,0.008984,0.08698,NA,NA
"448",16,3,"CTRL",0.821615,1.835256,1.704575,2.495397,1.532664,2.8472,8.793851,5.430611,0.267114,0.446275,0.250485,17.770776,23.166793,0.113667,0.096409,0.824822,0.66591,30.217759,0.163333,1.056429,0.253629,143.795918,21.139398,0.007384,0.001095,0.003465,1.658663,44.66561,0.517453,0.140039,0.017722,4,0.068074,0.136183,551.020408,444.5
"449",16,4,"CTRL",0.912552,3.138193,4.638288,2.642727,0.503677,0.174267,19.817677,12.541727,0.044371,0.052752,0.038034,16.319516,33.263567,0.110333,0.043366,0.389013,0.350482,44.501353,0.12,1.204304,0.173281,414.861111,28.352025,0.002905,0.000323,0.001197,2.268022,85.240568,0.284849,0.157677,0.076614,74,0.189928,0.193979,1166.666667,358.5
"450",16,4,"CTRL",1.162135,2.725345,6.436881,2.962533,0.626632,0.916253,14.013059,11.965862,0.088214,0.144787,0.071443,10.237826,9.102545,0.129359,0.083037,0.518904,0.409769,50.588894,0.19,1.066574,0.128638,363.824561,23.38278,0.002938,0.000287,0.001442,1.99831,92.941335,0.217844,0.149985,0.067377,12,0.20863,0.199525,964.912281,350.5
"451",16,5,"CTRL",1.608802,2.046245,2.38272,3.948846,0.530088,0.608229,12.752058,7.593062,0.080952,0.143189,0.059594,6.154513,5.817363,0.208116,0.125101,0.522347,0.493824,38.043625,0.31,0.863501,0.086362,260.870968,33.773937,0.003347,0.000288,0.00125,2.398904,78.542523,0.291492,0.115728,0.064517,55,0.167233,0.187586,1118.27957,342.5
"452",16,5,"CTRL",2.485521,3.063277,5.780761,5.127204,0.362629,0.095904,20.161058,15.283678,0.035916,0.031918,0.03276,14.65575,29.615527,0.202222,0.084074,0.476062,0.469993,51.404317,0.236667,0.967644,0.218222,617.887324,126.706584,0.001584,0.000221,0.000686,2.786723,91.928251,0.379684,0.193161,0.115491,52,0.300837,0.267658,1704.225352,286.5
"453",16,6,"CTRL",2.661354,2.233799,3.995412,5.491398,0.205066,0.061599,12.414592,8.29987,0.028517,0.021859,0.026384,4.581889,4.849429,0.352933,0.184344,0.449272,0.501758,43.720136,0.47,0.720022,0.118183,326.652482,64.140692,0.002247,0.000307,0.000717,3.414269,90.1366,0.302175,0.140165,0.119192,48,0.243032,0.251863,1539.007092,289.5
"454",16,6,"CTRL",2.657135,2.271142,6.525199,5.144848,0.889154,3.176342,12.802206,11.687296,0.125992,0.369208,0.088224,11.981806,16.535398,0.242414,0.196234,0.476706,0.599837,37.2676,0.416667,0.718728,0.18818,378.32,84.449794,0.001921,0.000303,0.000747,2.74675,92.694592,0.385641,0.221932,0.114011,39,0.217922,0.320761,1136,282.5
"455",16,6,"CTRL",1.622865,3.094991,5.121143,2.958381,0.358483,0.780546,19.986077,17.01047,0.042273,0.103545,0.034743,11.861041,16.412511,0.125667,0.049805,0.433994,0.452178,45.321815,0.153333,0.853523,0.112285,623.391304,34.673383,0.001376,0.000196,0.000318,5.135533,92.031195,0.355093,0.136836,0.213994,28,0.30106,0.502306,2804.347826,368.5
"456",16,7,"CTRL",2.632552,1.789452,4.408112,5.42086,0.249425,0.633767,8.67911,6.21827,0.044507,0.099813,0.032213,14.626241,42.14155,0.428333,0.348934,0.384944,0.51561,29.863512,0.79,0.31406,0.055942,198.721519,31.332121,0.001609,0.000293,0.000559,2.986608,93.178356,0.236778,0.223039,0.137688,27,NA,NA,1624.472574,132.5
"457",16,7,"CTRL",4.12125,2.270015,5.1974,6.755299,0.511839,1.619474,12.650913,12.039853,0.147403,0.545512,0.124768,4.248836,5.903997,0.394141,0.240497,0.365024,0.5336,42.933736,0.61,0.32703,0.063696,407.10929,85.327096,0.000832,0.000223,0.000348,2.707327,94.152512,0.372239,0.183962,0.189454,25,NA,NA,2934.42623,92.5
"458",16,8,"CTRL",4.194323,2.482284,6.73331,5.959556,0.507608,1.937979,14.214167,13.245491,0.100677,0.395427,0.067779,17.872736,45.865819,0.343243,0.212939,0.328369,0.473357,45.699225,0.506667,0.303541,0.04182,506.223684,86.489152,0.000647,0.00042,0.000271,3.042073,95.548298,0.376765,0.132076,0.237627,25,NA,NA,3723.684211,88.5
"459",16,8,"CTRL",4.954479,2.2349,5.791693,7.367209,0.521588,1.660653,11.796727,10.577975,0.141592,0.545501,0.135375,16.904133,48.322186,0.435702,0.305074,0.477047,0.472204,41.285639,0.7,0.314605,0.057919,433.385714,88.930588,0.000743,0.000128,0.000308,2.867861,95.674158,0.280193,0.190015,0.217108,25,NA,NA,3261.904762,86.5
"460",16,2,"CTRL",0.001042,NA,1.242312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"461",16,3,"CTRL",0.011823,1.119491,0.948195,0.227778,13.51332,18.941807,11,4.242641,1.043424,1.451493,0.6346,NA,NA,0.003333,0,NA,NA,3.827792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000424,47,0.000676,0.012601,NA,NA
"462",16,3,"CTRL",0.041458,3.363688,1.651314,0.504667,3.80935,2.610115,14.472619,10.334187,0.348789,0.208463,0.335074,37.315028,7.085468,0.015333,0.011205,0.584874,1.010358,24.28635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000845,25,0.007924,0.026498,NA,NA
"463",16,3,"CTRL",0.101719,2.136272,1.360582,0.810417,1.749011,3.287779,11.732759,15.408415,0.093883,0.059914,0.085308,11.848452,8.145005,0.088,0.06423,0.50188,0.792032,17.051487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000924,58,0.009237,0.033272,NA,NA
"464",16,4,"CTRL",0.187708,1.955645,2.789907,1.087576,0.440824,0.352291,7.85676,4.363239,0.062626,0.022303,0.054399,14.620545,10.478121,0.101481,0.065746,0.46981,0.668869,41.048751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01556,1,0.127316,0.043993,NA,NA
"465",16,4,"CTRL",0.261094,2.180346,2.573841,1.657667,0.412079,0.204518,10.927564,7.730926,0.06103,0.059351,0.050713,8.06155,4.879393,0.117083,0.090544,0.313973,0.41676,28.289347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01765,26,0.060351,0.050965,NA,NA
"466",16,5,"CTRL",0.415417,1.681011,1.912701,2.400606,0.694288,1.442858,7.55461,5.12058,0.151968,0.34778,0.048523,41.333375,83.685127,0.123333,0.128712,0.503831,0.614889,25.617604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016474,2,0.083854,0.050064,NA,NA
"467",16,5,"CTRL",0.906406,2.38036,2.874004,3.397255,0.511862,0.670075,12.96337,7.545368,0.050966,0.038517,0.045436,11.568728,12.793149,0.168542,0.106277,0.947079,0.555265,34.895295,0.19,0.869663,0.126583,193.350877,26.548131,0.004539,0.000464,0.001946,2.312602,63.328162,0.438155,0.183839,0.044576,71,0.131353,0.150888,719.298246,356.5
"468",16,6,"CTRL",1.837448,2.213447,2.771068,6.900392,0.217574,0.039094,15.61715,9.07716,0.020061,0.013121,0.016374,2.434965,0.192903,0.385238,0.116036,0.322889,0.255453,36.249744,0.196667,0.765163,0.070286,257.79661,24.951525,0.002991,0.000253,0.00105,2.641516,43.113467,0.898591,0.090755,0.065602,15,0.195426,0.144137,1389.830508,326.5
"469",16,6,"CTRL",2.315208,2.143449,3.264574,5.47716,0.254267,0.079783,13.960151,12.074761,0.037605,0.029207,0.032556,18.335492,36.63678,0.246389,0.170908,0.405245,0.48129,34.176172,0.383333,0.77447,0.084953,344.347826,47.854319,0.002277,0.000244,0.000857,2.905875,89.084856,0.296306,0.153261,0.084285,41,0.188793,0.231064,1391.304348,303.5
"470",16,6,"CTRL",1.78151,3.256196,5.646159,3.789,0.345333,0.411032,16.886838,12.825378,0.033858,0.037074,0.02841,10.243009,17.644989,0.186786,0.077372,0.349603,0.500453,46.314798,0.23,0.732517,0.110999,468.521739,50.906953,0.00158,0.000268,0.000505,4.558609,94.512498,0.438688,0.215338,0.125956,33,0.243314,0.409903,1884.057971,320.5
"471",16,7,"CTRL",1.862031,1.842351,3.094279,4.577051,0.501337,1.403064,9.687991,6.726812,0.11897,0.359927,0.104859,10.113972,17.613606,0.314697,0.216816,0.381055,0.495393,32.094751,0.506667,0.33812,0.045339,200.421053,22.999144,0.001709,0.000252,0.000748,2.151021,85.211602,0.221457,0.147275,0.103491,36,NA,NA,1486.842105,124.5
"472",16,7,"CTRL",3.119115,2.542554,5.075523,5.863529,0.428453,0.941899,12.78625,10.971671,0.109372,0.322721,0.074368,5.830873,12.013612,0.32957,0.199883,0.4641,0.581139,44.236702,0.493333,0.42267,0.105372,382.560811,114.441574,0.001142,0.000211,0.000452,2.994502,94.543056,0.479438,0.273933,0.153945,30,NA,NA,2162.162162,162.5
"473",16,8,"CTRL",3.97276,3.65798,8.156851,6.353667,0.262354,0.125059,27.128082,27.261351,0.025411,0.031494,0.023295,8.771254,11.181704,0.183874,0.079913,0.471201,0.432548,56.771812,0.233333,0.636279,0.082664,1060.328571,95.278801,0.000601,5.5e-05,0.00024,3.616459,97.307183,0.313055,0.189595,0.228549,27,NA,NA,4285.714286,142.5
"474",16,8,"CTRL",4.695677,2.662159,4.528762,8.340741,0.166346,0.049481,17.460476,15.74589,0.01948,0.014362,0.017716,8.459969,14.880643,0.352083,0.200662,0.404271,0.382019,43.849909,0.473333,0.556136,0.118987,603.309859,111.251372,0.000927,0.000123,0.000317,3.56293,95.023126,0.288528,0.272208,0.188529,27,NA,NA,3373.239437,140.5
"475",16,2,"KO",0.142969,1.517617,1.61942,0.744722,0.935242,1.391597,4.822349,1.173313,0.283619,0.470761,0.174241,37.874036,39.642185,0.057407,0.07715,0.377073,0.803847,10.607958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003813,1,0.009781,0.060492,NA,NA
"476",16,3,"KO",0.263698,1.579293,1.445277,0.831833,0.906247,0.883875,6.050503,1.25635,0.17686,0.185319,0.131092,17.328795,17.604586,0.112778,0.128479,0.752081,0.829424,18.627813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00346,1,0.012906,0.118325,NA,NA
"477",16,3,"KO",0.076094,1.95921,1.379075,0.377778,5.915962,12.218589,18.980736,33.560662,0.382817,0.396719,0.268933,42.930999,21.879884,0.015758,0.013003,0.868347,0.845929,23.105695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004886,2,0.018584,0.132647,NA,NA
"478",16,3,"KO",0.824531,1.891678,1.356486,2.770702,0.722536,2.0004,6.735453,3.040801,0.096437,0.195768,0.080824,15.4752,20.472508,0.217368,0.188429,0.619264,0.798824,39.873666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005759,41,NA,NA,NA,NA
"479",16,4,"KO",0.972969,1.782503,1.964043,2.4828,0.41247,0.266272,9.090489,4.819033,0.072926,0.099752,0.052344,17.647498,31.914755,0.144545,0.124482,0.890291,0.687562,30.822601,0.116667,1.511632,0.373947,271.457143,42.132384,0.005632,0.001229,0.002567,1.702446,50.859162,0.616323,0.267699,0.023341,2,0.103997,0.172115,371.428571,402.5
"480",16,4,"KO",1.68026,2.275194,3.058081,3.579222,0.465619,0.597281,12.594665,7.719409,0.057628,0.076185,0.043317,10.149807,14.385377,0.164444,0.09401,0.523529,0.583716,43.568558,0.183333,0.993623,0.080443,437.836364,34.052119,0.002283,0.000198,0.000859,2.238209,74.644307,0.488358,0.100688,0.064474,18,0.217306,0.275972,1436.363636,466.5
"481",16,5,"KO",1.618021,2.168008,2.371348,4.308194,0.318753,0.153421,11.72534,6.61292,0.03987,0.023861,0.034974,12.363122,24.379779,0.208939,0.112487,0.532209,0.758619,37.360641,0.256667,0.938706,0.146914,267.480519,40.107622,0.003552,0.000477,0.001501,1.932623,66.29756,1.077562,0.154435,0.041035,6,0.141436,0.172372,857.142857,492.5
"482",16,5,"KO",2.522031,2.27664,2.769157,5.365222,0.401037,0.696377,18.332339,14.614265,0.072634,0.243653,0.025179,7.675609,8.461267,0.18023,0.106517,0.55707,0.54925,38.04998,0.186667,0.93858,0.05953,637.125,42.516334,0.001479,9.4e-05,0.000521,2.80688,73.681928,0.477839,0.053502,0.105912,59,0.230135,0.320681,2571.428571,450.5
"483",16,6,"KO",3.557604,2.278326,2.429643,5.547561,0.287797,0.072108,21.715925,18.374014,0.030456,0.026574,0.0268,16.036105,25.382276,0.145315,0.076305,0.312547,1.01008,40.771137,0.186667,0.952537,0.051388,887.964286,107.072781,0.001083,8.7e-05,0.000369,2.828558,72.798876,0.992372,0.063187,0.139977,53,0.291511,0.440056,3517.857143,387.5
"484",16,6,"KO",5.545469,2.310076,3.54959,7.879037,1.273846,5.827276,20.729163,20.180995,0.170123,0.754334,0.213838,10.49781,23.995597,0.211481,0.119368,0.357549,0.443875,48.035496,0.296667,0.839815,0.033388,1005.842697,40.285599,0.000837,3.6e-05,0.000253,3.43113,84.077653,0.195563,0.03551,0.186347,37,0.342517,0.51664,4707.865169,374.5
"485",16,6,"KO",3.62724,2.528061,2.927167,4.546601,0.207938,0.077017,25.128379,24.716795,0.020191,0.016992,0.016991,12.807268,11.417194,0.104653,0.047279,0.351096,0.611247,51.88122,0.133333,0.94668,0.037378,1332.575,43.059224,0.000711,2.7e-05,0.00016,4.262834,76.537484,0.544641,0.031432,0.245555,35,0.439756,0.637469,6875,428.5
"486",16,7,"KO",4.876198,1.558308,2.872506,7.252558,0.448046,0.928063,10.441689,9.465128,0.113474,0.25898,0.068468,15.846308,36.060361,0.348018,0.279726,0.290455,0.518201,30.496714,0.84,0.55469,0.170486,334.194444,144.127371,0.002483,0.002033,0.001191,2.133393,89.953323,0.343506,0.469865,0.157648,27,NA,NA,880.952381,218.5
"487",16,7,"KO",7.758646,1.980762,3.405247,9.732288,0.334224,0.858307,19.531391,22.552826,0.061275,0.188697,0.059759,9.345865,14.675663,0.275957,0.187534,0.461351,0.467942,44.91666,0.446667,0.762447,0.032709,982.977612,74.769668,0.000779,3.8e-05,0.00024,3.491943,88.42219,0.173181,0.052209,0.202463,29,0.354599,0.571836,5313.432836,330.5
"488",16,8,"KO",4.645937,2.108791,2.664581,5.714808,0.135139,0.05589,17.012891,17.125336,0.016006,0.011237,0.013615,9.025319,14.301021,0.193819,0.08195,0.326274,0.428556,54.999147,0.246667,0.841213,0.027594,917.513514,31.066541,0.000918,3e-05,0.000188,3.567634,76.114885,0.275714,0.023672,0.255378,32,0.47674,0.609733,6351.351351,390.5
"489",16,8,"KO",7.224427,2.120302,3.011057,9.83,0.682332,2.234837,20.61235,20.745985,0.092155,0.373269,0.078799,5.046352,7.709781,0.32619,0.168157,0.321786,0.374982,47.392397,0.443333,0.763941,0.030662,917.406015,62.77401,0.000836,3.7e-05,0.000241,3.379444,87.964732,0.172824,0.039102,0.214914,29,0.347933,0.566375,5067.669173,316.5
"490",16,2,"KO",0.029479,1.190658,1.064586,0.338,20.67064,25.683702,9,2.828427,2.150715,2.45007,1.69784,NA,NA,0.003333,0,NA,NA,7.082787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000574,8,0.003782,0.027491,NA,NA
"491",16,3,"KO",0.079271,1.466239,1.432654,0.4025,1.239313,2.562223,4.664021,0.549227,0.306897,0.64074,0.302183,68.753239,65.959404,0.018519,0.016759,0.834419,0.642104,10.485137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001358,32,0.007985,0.059525,NA,NA
"492",16,3,"KO",0.055833,1.474598,1.282569,0.221778,2.370049,2.683081,7.001732,7.295775,0.372452,0.177507,0.344262,65.705768,27.495835,0.010909,0.007901,0.537733,0.729066,11.177418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001747,53,0.005853,0.138241,NA,NA
"493",16,3,"KO",0.52724,1.414354,1.309238,1.19131,0.661097,1.203589,5.102407,0.923363,0.183403,0.401663,0.132231,26.220332,32.294705,0.110417,0.151298,0.58928,0.753638,20.775003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005191,307,NA,NA,NA,NA
"494",16,4,"KO",1.544792,1.781856,1.875674,2.814,0.566126,0.748241,10.984244,8.120436,0.125754,0.267953,0.138659,9.67919,6.931442,0.132667,0.100246,0.781331,0.637692,30.343652,0.103333,1.521814,0.330327,492.322581,41.342784,0.003078,0.000491,0.001294,1.750241,51.456507,0.50402,0.339916,0.032885,8,0.106169,0.34477,612.903226,482.5
"495",16,4,"KO",2.474375,2.147328,2.606847,4.267838,0.326033,0.21885,15.465098,15.783084,0.050056,0.081855,0.047712,7.723296,6.022653,0.157333,0.085611,0.466688,0.548136,39.644825,0.186667,1.026254,0.053183,629.696429,42.879925,0.001637,0.000105,0.000594,2.213581,74.225394,0.366315,0.039018,0.077438,67,0.20826,0.432452,2142.857143,438.5
"496",16,5,"KO",2.905469,1.923211,2.600414,5.306762,0.854449,2.521969,12.263194,12.792306,0.139772,0.426441,0.140982,5.931103,6.235007,0.267292,0.158915,0.513393,0.471688,37.381942,0.326667,0.8609,0.055086,437.091837,31.075925,0.001979,0.000125,0.000744,2.280092,76.785874,0.284407,0.06913,0.063069,56,0.188547,0.357279,1734.693878,442.5
"497",16,5,"KO",3.769583,1.944643,2.156799,5.599612,0.338742,0.307021,20.181108,23.105403,0.048629,0.086231,0.043359,14.464987,25.675933,0.133833,0.082612,0.332054,0.615464,33.827067,0.17,0.998042,0.073251,927.117647,65.595014,0.001079,5.2e-05,0.00038,2.66593,65.329667,0.554263,0.051026,0.109863,59,0.225271,0.581736,3431.372549,452.5
"498",16,6,"KO",5.272031,1.999244,2.451204,7.484963,0.908709,3.802252,23.182315,25.951366,0.075993,0.234936,0.059061,6.208943,9.884185,0.206333,0.087906,0.388007,0.444704,41.560032,0.263333,0.892409,0.045558,1005.544304,93.10069,0.000893,5.7e-05,0.000315,2.569663,78.478211,0.344172,0.04462,0.156005,39,0.28553,0.565979,4151.898734,354.5
"499",16,6,"KO",5.801927,1.843915,2.433963,7.134872,2.040724,8.812638,19.004364,22.469962,0.23706,0.877974,0.210345,11.665647,27.075162,0.22754,0.138887,0.401389,0.4545,38.193658,0.336667,0.82961,0.025864,864.950495,44.881037,0.000962,4.2e-05,0.000323,2.740197,78.42222,0.256423,0.024035,0.161628,37,0.285778,0.581532,4099.009901,368.5
