"","Plate","Week","Line","Mean.Firing.Rate.Hz","ISI.Coefficient.of.Variation.Avg","Network.ISI.Coefficient.of.Variation","Weighted.Mean.Firing.Rate.Hz","Burst.Duration.Avg.sec","Burst.Duration.Std.sec","Number.of.Spikes.per.Burst.Avg","Number.of.Spikes.per.Burst.Std","Mean.ISI.within.Burst.Avg.sec","Mean.ISI.within.Burst.Std.sec","Median.ISI.within.Burst.Avg.sec","Inter.Burst.Interval.Avg.sec","Inter.Burst.Interval.Std.sec","Burst.Frequency.Avg.Hz","Burst.Frequency.Std.Hz","Normalized.Duration.IQR.Avg","IBI.Coefficient.of.Variation.Avg","Burst.Percentage.Avg","Network.Burst.Frequency","Network.Burst.Duration.Avg.sec","Network.Burst.Duration.Std.sec","Number.of.Spikes.per.Network.Burst.Avg","Number.of.Spikes.per.Network.Burst.Std","Mean.ISI.within.Network.Burst.Avg.sec","Mean.ISI.within.Network.Burst.Std.sec","Median.ISI.within.Network.Burst.Avg.sec","ISI.CoV.within.Network.Burst.Avg","Network.Burst.Percentage","Network.IBI.Coefficient.of.Variation","Network.Normalized.Duration.IQR","Area.Under.Normalized.Cross.Correlation","Full.Width.at.Half.Height.of.Normalized.Cross.Correlation","Synchrony.Index","Kreuz.SPIKE.Distance","Burst.Peak.Max.Spikes.per.sec","Time.to.Burst.Peak.ms"
"1",11,2,"KO",0.000105,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"2",11,2,"KO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"3",11,3,"KO",0.039948,2.046352,1.849043,0.2925,1.614718,1.370551,7.967687,4.985764,0.277111,0.341193,0.177218,52.0194,35.690025,0.025238,0.02834,0.562721,0.617137,20.625453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1e-05,25,0.003154,0.047003,NA,NA
"4",11,3,"KO",0.278073,1.410472,1.199748,1.952963,0.657491,0.534877,6.945887,1.874641,0.113847,0.09146,0.102634,18.994701,17.769105,0.115238,0.103098,0.867682,0.830796,15.413528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001088,36,0.019855,0.04098,NA,NA
"5",11,4,"KO",1.694531,1.623596,1.581693,4.710435,0.961697,2.383166,11.291016,7.885138,0.123401,0.264119,0.057038,42.102197,70.449746,0.14963,0.14339,1.15372,0.799824,23.172953,0.086667,1.28788,0.324526,363.230769,87.905544,0.003758,0.001233,0.002031,1.599905,29.027201,0.67259,0.250501,0.018967,22,0.076543,0.134186,692.307692,474.5
"6",11,4,"KO",2.287552,1.747791,1.882414,7.307,1.381829,3.862432,19.640291,17.682963,0.170454,0.485681,0.157343,15.119126,24.933972,0.173542,0.118243,0.970675,0.725815,22.946832,0.09,1.261864,0.219475,605,70.661163,0.002119,0.000439,0.001046,1.796047,37.191776,0.684043,0.099345,0.023458,68,0.091886,0.149281,925.925926,488.5
"7",11,4,"KO",2.091042,1.909078,1.632066,4.942222,0.904378,2.230454,15.644289,15.162514,0.179943,0.524226,0.14925,19.135871,17.294355,0.081839,0.070832,0.696655,0.797999,33.006729,0.056667,1.287774,0.244116,865.647059,219.120099,0.001642,0.000718,0.000654,2.362194,36.654379,0.768719,0.174811,0.038783,58,0.160806,0.270692,1352.941176,470.5
"8",11,5,"KO",4.25,3.127996,2.847862,7.760762,0.33688,0.225891,37.390155,33.948438,0.026693,0.032702,0.023593,9.469338,4.16572,0.111667,0.052668,0.405922,0.628755,48.628961,0.1,1.095373,0.03959,1757.966667,58.097708,0.000624,2e-05,0.000209,3.380852,64.631127,0.577999,0.036474,0.140442,28,0.336823,0.399408,6033.333333,483.5
"9",11,5,"KO",3.20151,3.57489,3.193467,6.01098,0.311307,0.089012,39.016596,39.118614,0.029281,0.029983,0.02639,25.573338,50.18517,0.075238,0.047453,0.423602,0.55436,51.046676,0.073333,1.192527,0.04676,1970.590909,55.722663,0.000606,2.1e-05,2e-04,3.450742,70.528234,0.429907,0.041846,0.136714,41,0.370247,0.390638,5590.909091,494.5
"10",11,5,"KO",7.048229,3.360466,5.478968,10.996504,0.723826,2.209614,37.692493,39.416611,0.122364,0.447339,0.105323,12.693226,21.42143,0.203964,0.116409,0.311446,0.389375,48.119984,0.283333,0.818731,0.029409,1485.423529,61.843769,0.000552,2.5e-05,0.000161,4.47598,93.301361,0.163936,0.024439,0.211693,27,0.320042,0.540708,6752.941176,342.5
"11",11,6,"KO",5.722552,3.138915,3.85043,9.379487,0.356568,0.811923,30.279715,31.69768,0.077135,0.279637,0.015311,9.226108,13.170434,0.182393,0.088948,0.376064,0.38645,54.185995,0.226667,0.836002,0.042871,1340.323529,53.733294,0.000625,3e-05,0.00016,3.977067,82.952136,0.24099,0.059998,0.197405,33,0.399078,0.495825,6661.764706,404.5
"12",11,6,"KO",6.958646,2.970837,4.85839,11.405556,0.145225,0.059366,28.6902,30.684338,0.016642,0.014464,0.014518,15.22,30.375774,0.254095,0.1769,0.270695,0.353286,38.540559,0.403333,0.738294,0.040387,1045.545455,51.1343,0.000707,3.5e-05,0.000161,4.425347,94.68961,0.122471,0.053777,0.211118,26,0.278593,0.539404,6041.322314,328.5
"13",11,7,"KO",4.915,2.473717,5.181649,8.492973,0.581198,2.681668,19.676872,22.466447,0.065505,0.297851,0.074637,12.860885,20.504727,0.287604,0.206728,0.350533,0.406133,36.286339,0.473333,0.685414,0.048894,636.71831,26.457075,0.001079,7.9e-05,0.00024,4.690779,95.81002,0.093792,0.072089,0.19155,26,0.267078,0.506419,4640.84507,330.5
"14",11,7,"KO",2.943385,1.934514,3.93649,5.533529,0.325945,1.138051,13.97252,17.173093,0.060052,0.228685,0.082618,11.43334,16.43027,0.319583,0.216829,0.443357,0.487856,31.773534,0.506667,0.660385,0.06426,348.203947,18.532355,0.001904,0.000178,0.000446,3.54846,93.654557,0.116762,0.104651,0.143963,26,0.235982,0.391397,2539.473684,338.5
"15",11,8,"KO",1.855312,2.025329,5.542423,5.148986,0.292275,0.892763,12.529885,12.394247,0.035324,0.095888,0.030209,12.22443,18.090392,0.293333,0.233409,0.408153,0.457518,25.896104,0.51,0.547911,0.117182,214.503268,12.256644,0.002567,0.000534,0.000528,4.752835,92.131267,0.261042,0.2632,0.110568,22,0.166044,0.276912,1267.973856,322.5
"16",11,8,"KO",2.553802,2.458508,7.456425,7.417121,0.672436,1.597852,15.657074,15.328834,0.14194,0.336434,0.18885,8.671066,14.460895,0.350877,0.240347,0.454892,0.419294,32.649157,0.52,0.452414,0.115554,288.038462,15.65964,0.001574,0.000388,0.000397,5.431179,91.640324,0.302834,0.358364,0.124103,20,0.17646,0.254366,1487.179487,308.5
"17",11,2,"KO",0.001736,1.689469,1.771724,0.10101,0.35512,NA,9,NA,0.04439,NA,0.02112,NA,NA,0.003367,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"18",11,2,"KO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"19",11,3,"KO",0.005521,2.988823,2.562658,0.31,0.750948,NA,7.076923,NA,0.102961,NA,0.076388,23.14762,0,0.043333,NA,0.44266,0.620042,19.784946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00011,2,0.000142,0.00162,NA,NA
"20",11,3,"KO",0.033594,1.38083,1.3535,0.521667,2.409789,1.349633,10.010417,9.079916,0.464191,0.331051,0.255196,47.278642,32.124271,0.014167,0.008767,0.096862,0.399999,11.467731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000179,37,0.027143,0.016065,NA,NA
"21",11,4,"KO",0.105729,1.340624,1.507595,0.706667,1.425803,2.163807,5.592588,1.84889,0.283562,0.322605,0.247246,64.080354,107.882761,0.06125,0.08487,0.8192,0.842425,12.843689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001285,52,0.006002,0.077435,NA,NA
"22",11,4,"KO",0.397135,1.672542,1.337759,1.684667,0.826935,1.253646,7.427359,4.934287,0.120504,0.174956,0.081009,28.259358,40.343234,0.124615,0.130217,0.496912,0.676703,23.170651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002722,168,0.024051,0.074504,NA,NA
"23",11,4,"KO",0.516667,1.672916,1.729152,1.932157,0.715755,0.983227,8.589168,5.295752,0.12648,0.217665,0.120213,23.152245,37.55645,0.128205,0.102746,1.167084,0.890587,18.718967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009875,2,0.026585,0.194846,NA,NA
"24",11,5,"KO",1.003281,1.653959,1.943586,3.551481,0.373997,0.14004,12.16126,14.641252,0.061853,0.041599,0.053373,19.185612,19.942252,0.0925,0.062699,1.011335,0.596751,21.834902,0.083333,1.270806,0.345078,336.72,33.287285,0.003744,0.000624,0.001998,1.988838,43.700358,0.451719,0.28189,0.014642,34,0.087387,0.213128,840,460.5
"25",11,5,"KO",0.667135,2.022161,3.938875,2.650625,0.343177,0.172394,13.716737,19.31085,0.063233,0.052044,0.05473,19.378614,15.348427,0.062619,0.062116,0.631103,0.715853,21.044077,0.066667,1.340216,0.505341,337.7,29.03555,0.003927,0.001191,0.002046,2.372265,52.72855,0.726753,0.242065,0.012275,43,0.086148,0.202473,700,484.5
"26",11,5,"KO",1.535469,1.844908,5.363027,3.500833,0.15968,0.054581,12.655711,21.097533,0.028447,0.015572,0.024958,21.226744,21.260943,0.17746,0.172675,0.340674,0.460454,24.82581,0.343333,0.680273,0.091594,265.067961,21.516643,0.002584,0.000345,0.001042,3.160438,92.608799,0.200322,0.204262,0.046313,40,0.147297,0.312458,1145.631068,342.5
"27",11,6,"KO",2.390052,2.267693,3.662511,7.264286,0.199387,0.082739,21.518692,29.626767,0.032123,0.03524,0.02664,14.898372,19.3954,0.183333,0.138479,0.393807,0.474386,25.805762,0.286667,0.801749,0.072457,452.069767,32.202225,0.001779,0.000125,0.000662,2.970732,84.721829,0.209625,0.111091,0.056207,26,0.145486,0.281233,2000,368.5
"28",11,6,"KO",2.868229,2.381185,5.418992,7.3268,0.756616,1.955041,17.807198,23.388751,0.104663,0.276535,0.071266,12.719075,26.293667,0.289048,0.210674,0.359319,0.341088,30.72583,0.473333,0.661408,0.084678,371.725352,26.181349,0.001786,0.000213,0.000545,3.793876,95.850735,0.147014,0.162606,0.084513,24,0.16805,0.275597,1915.492958,322.5
"29",11,7,"KO",2.565469,2.372414,8.586832,6.297308,0.128359,0.040366,16.503834,18.037922,0.015956,0.008536,0.014059,7.128156,18.711652,0.394561,0.15302,0.399985,0.373253,37.745987,0.5,0.531203,0.114783,324.26,22.515745,0.001644,0.000349,0.000491,4.79639,98.745356,0.128166,0.301916,0.116366,27,0.227285,0.254701,1133.333333,201.5
"30",11,7,"KO",3.045313,2.264746,6.73963,6.712759,0.205284,0.398637,16.54679,15.91547,0.044049,0.13804,0.014555,10.068975,21.938714,0.373016,0.220348,0.362802,0.351373,33.373227,0.54,0.533336,0.10137,350.660494,21.455186,0.001527,0.000285,0.000402,4.847729,97.155806,0.115176,0.22299,0.136803,25,0.200794,0.312484,1827.160494,312.5
"31",11,8,"KO",2.68276,1.979016,4.961822,7.792879,0.242351,0.575682,15.50777,19.590339,0.06315,0.19595,0.02005,10.576924,16.719385,0.244035,0.249749,0.347225,0.462895,21.762896,0.473333,0.611282,0.086413,294.43662,15.40446,0.002084,0.000282,0.000581,3.793017,81.170281,0.36445,0.193268,0.082848,26,0.147739,0.243669,1549.295775,321.5
"32",11,2,"CTRL",0.001315,NA,1.223556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019339,1,0.803549,0.009999,NA,NA
"33",11,2,"CTRL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"34",11,3,"CTRL",0.000729,NA,1.380792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"35",11,3,"CTRL",0.040833,1.03848,0.954707,0.350476,1.379589,0.920308,4.5,0.707107,0.387523,0.282092,0.255625,44.2659,7.74528,0.005333,0.002981,NA,0.542686,4.312586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000918,64,0.005176,0.023131,NA,NA
"36",11,4,"CTRL",0.174479,1.823785,2.197403,1.000909,0.37073,0.203663,7.814248,4.149422,0.060693,0.032788,0.053435,14.793351,7.957753,0.08,0.02555,0.98718,0.498678,26.405732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022147,74,0.090359,0.04956,NA,NA
"37",11,4,"CTRL",0.340781,1.600108,1.976608,1.439111,0.233168,0.109358,6.351816,2.673942,0.051821,0.033797,0.045929,27.368773,51.955262,0.106944,0.057987,0.655528,0.555436,21.867564,0.056667,1.066193,0.654103,86.470588,12.395148,0.011971,0.004895,0.00412,2.170474,22.466758,0.593182,0.439498,0.026997,102,0.096286,0.097891,470.588235,419.5
"38",11,4,"CTRL",0.274062,2.463994,2.562883,1.4375,0.289393,0.073408,12.047546,7.547667,0.042248,0.032649,0.035666,17.441824,9.570225,0.058205,0.032959,0.254162,0.491115,34.919494,0.003333,0.59344,NA,193,NA,0.003091,NA,0.00144,2.12714,3.667807,NA,NA,0.058463,47,0.198532,0.100917,4000,64.5
"39",11,5,"CTRL",0.410365,3.692344,5.032988,1.727778,0.351864,0.143939,21.902991,24.182723,0.029698,0.021613,0.024219,14.736939,2.836649,0.065,0.023196,0.388458,0.475933,34.084344,0.066667,0.950912,0.108508,341.6,30.897794,0.002811,0.000393,0.001132,2.742807,86.711512,0.49573,0.145991,0.069731,20,0.161255,0.174976,1150,306.5
"40",11,5,"CTRL",0.396927,3.129001,5.081512,1.479412,0.370825,0.133473,16.500177,15.755366,0.040224,0.029314,0.031382,14.992194,7.873137,0.068333,0.030178,0.377174,0.481568,35.911988,0.083333,1.495658,0.327109,271.52,20.890827,0.005503,0.000958,0.001522,2.468791,89.069676,0.403264,0.27105,0.050723,1,0.16375,0.152818,880,386.5
"41",11,5,"CTRL",0.972604,1.972833,8.538068,2.584028,0.321988,0.688016,9.080372,9.961281,0.084662,0.233664,0.030196,16.639811,28.516933,0.191404,0.151108,0.501678,0.563766,29.281888,0.353333,0.550228,0.110738,167.235849,22.195045,0.003336,0.000665,0.001213,2.952823,94.928778,0.362177,0.202886,0.089254,20,0.175908,0.202942,773.584906,44.5
"42",11,6,"CTRL",1.355,3.151629,11.762949,3.326154,0.290518,0.475578,14.893953,12.577183,0.057029,0.165306,0.023956,11.654066,10.018522,0.123043,0.075638,0.63747,0.636187,46.156041,0.093333,4.223797,0.686544,912.75,145.395151,0.004734,0.001006,0.000823,3.008322,98.235701,0.194252,0.242719,0.128826,21,NA,NA,1571.428571,359.5
"43",11,6,"CTRL",2.752552,3.160832,11.818497,6.766154,0.306968,0.34077,13.002088,13.605417,0.062772,0.098618,0.046245,20.02794,39.618788,0.24875,0.220574,0.758388,0.779075,33.364075,0.206667,2.356763,1.253733,848.451613,455.407246,0.002811,0.000538,0.000632,4.340999,99.536415,0.491518,0.834633,0.105404,22,NA,NA,1225.806452,192.5
"44",11,7,"CTRL",3.078021,2.827629,10.954934,6.785172,0.319184,0.474907,11.268111,11.706626,0.073178,0.138152,0.040884,24.909902,44.86917,0.291528,0.317887,0.777155,0.905376,27.221226,0.146667,3.408882,1.640075,1336.272727,615.869526,0.00255,0.000464,7e-04,4.399194,99.488984,0.356435,0.638307,0.091167,16,NA,NA,1272.727273,404.5
"45",11,7,"CTRL",4.328646,3.066393,16.234997,8.383737,0.236522,0.333204,9.726084,8.410876,0.056062,0.114823,0.043192,10.098883,10.606127,0.366552,0.45949,1.118525,0.905661,28.432039,0.18,2.303812,1.154737,1527.537037,647.432599,0.001427,0.000303,0.000533,3.365684,99.250391,0.400799,0.853953,0.118348,15,0.214871,0.428285,2685.185185,26.5
"46",11,8,"CTRL",4.146302,5.47019,20.056464,8.837333,0.550662,0.912767,10.36861,6.944685,0.101259,0.183081,0.093677,26.263206,37.684698,0.439195,0.513117,0.872165,1.671343,36.219672,0.076667,4.601047,2.128561,3448.391304,1358.902891,0.001299,0.000166,0.000435,4.24419,99.628183,0.431561,0.825924,0.141667,14,0.242386,0.337587,3130.434783,130.5
"47",11,8,"CTRL",5.224375,3.728417,9.875496,9.829412,0.207371,0.223304,13.77167,10.9648,0.040528,0.076597,0.026656,14.112214,22.614049,0.408889,0.408946,1.437947,1.082575,39.412551,0.23,1.228643,0.789253,1435.550725,743.411978,0.000818,0.000149,0.000283,5.909762,98.748854,0.434152,1.277374,0.185162,16,0.281362,0.351633,3275.362319,278.5
"48",11,8,"CTRL",4.466667,3.489327,10.793245,8.158095,0.339554,0.836011,11.516058,9.062621,0.064888,0.17931,0.058517,22.359529,47.896061,0.365938,0.420261,1.064763,0.972246,36.252047,0.193333,1.468956,1.169812,1454.465517,883.985239,0.000922,0.000212,0.000292,6.428689,98.366371,0.372275,1.977039,0.174647,15,0.276073,0.429225,2879.310345,294.5
"49",11,2,"CTRL",5.3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"50",11,2,"CTRL",0.000521,NA,1.136674,NA,3.16152,NA,4,NA,1.05384,NA,0.12864,NA,NA,0.003333,NA,NA,NA,16.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"51",11,3,"CTRL",0.015573,1.149403,1.184909,0.193333,3.729656,3.962206,8.4,8.734987,0.542052,0.228344,0.295328,34.0016,0,0.004,0.001491,NA,NA,8.739679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000661,1,0.018648,0.034152,NA,NA
"52",11,3,"CTRL",0.060677,1.457748,1.281546,0.417037,2.217344,3.062418,5.768561,1.950064,0.282157,0.322381,0.173795,37.438975,24.499694,0.025556,0.029338,0.870391,0.719541,9.448425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000726,44,0.004112,0.063613,NA,NA
"53",11,4,"CTRL",0.276979,1.371742,1.832368,1.094375,0.215508,0.118616,5.713646,3.279571,0.055917,0.038032,0.048895,26.701002,23.805661,0.0725,0.080052,0.694517,0.610864,17.910167,0.03,0.768844,0.142563,71,4.84768,0.011055,0.002266,0.004173,1.95399,12.015795,0.926521,0.237376,0.016654,66,0.075472,0.105341,555.555556,297.5
"54",11,4,"CTRL",0.495,1.603927,2.456586,1.658947,0.552767,1.237219,6.808672,4.638785,0.1135,0.293941,0.124101,14.343527,15.659474,0.12,0.119962,0.514826,0.596143,24.092124,0.14,0.770362,0.170678,96.02381,8.330046,0.008107,0.001614,0.002844,2.196726,42.434764,0.561731,0.256418,0.028162,84,0.0804,0.138902,500,480.5
"55",11,4,"CTRL",0.49776,2.443948,4.352574,1.589667,0.277578,0.107804,13.727468,12.875644,0.044731,0.045629,0.037813,20.741221,26.42182,0.079825,0.040284,0.364212,0.475791,54.062024,0.106667,0.689115,0.127046,261.3125,19.334805,0.002651,0.000467,0.001003,3.591564,87.496076,0.399814,0.147806,0.076996,42,0.339595,0.094498,1000,283.5
"56",11,5,"CTRL",0.422344,2.98703,6.784878,1.218636,0.238226,0.074378,14.814371,14.429013,0.031141,0.018679,0.024575,19.581092,17.322773,0.0665,0.028887,0.357878,0.579563,52.406306,0.086667,0.563646,0.144919,295.769231,20.630672,0.001916,0.000486,0.000791,3.436411,94.832902,0.488143,0.384067,0.107825,27,0.353397,0.164979,1269.230769,25.5
"57",11,5,"CTRL",0.274896,3.493605,8.672148,1.026078,0.291936,0.120037,14.728342,12.528256,0.034452,0.021783,0.026606,28.137333,45.437171,0.05625,0.023566,0.348196,0.50126,52.205797,0.066667,0.787552,0.140318,252.2,16.407957,0.003133,0.000507,0.001138,3.514856,95.566502,0.473895,0.267276,0.06468,30,0.28971,0.119237,1050,209.5
"58",11,5,"CTRL",0.89401,2.225591,12.203825,2.189231,0.590452,2.101221,9.610802,8.731724,0.100197,0.349973,0.090845,19.000525,38.861174,0.181212,0.115688,0.370472,0.497411,37.112852,0.296667,0.35513,0.073233,192.595506,19.352425,0.001866,0.000411,0.000748,3.378092,99.860181,0.294003,0.264535,0.123589,22,0.213442,0.277123,1101.123596,112.5
"59",11,6,"CTRL",1.093542,2.340436,12.616393,2.787733,0.112273,0.046523,10.914143,11.347636,0.018737,0.00954,0.01634,16.380525,29.198704,0.177246,0.108034,0.312275,0.477329,42.779962,0.283333,0.435119,0.072466,244.552941,18.110445,0.001795,0.000327,0.000562,3.056957,99.004572,0.187215,0.162954,0.133213,22,0.312024,0.249511,1658.823529,164.5
"60",11,6,"CTRL",1.667604,2.397304,9.645662,4.249733,0.273169,0.439145,13.798965,20.322077,0.058972,0.117096,0.044345,11.043038,19.074721,0.191806,0.127828,0.464779,0.468155,35.160276,0.323333,0.477534,0.116797,318.721649,34.75262,0.001521,0.000408,0.000544,4.333766,96.558186,0.221796,0.360958,0.105376,15,0.208609,0.338487,1247.42268,102.5
"61",11,7,"CTRL",2.438229,2.579542,12.234107,5.359885,0.541747,1.251824,16.134018,19.911688,0.158199,0.42501,0.133151,3.944321,3.142368,0.274306,0.138729,0.456443,0.421319,32.739464,0.386667,0.532346,0.122813,391.439655,48.37234,0.00139,0.000391,0.000368,4.544881,96.994489,0.238364,0.313597,0.139608,15,0.184087,0.47452,1568.965517,108.5
"62",11,7,"CTRL",3.291667,3.043681,12.354195,5.539912,0.271024,0.591162,14.394432,16.252877,0.067489,0.200551,0.049291,12.082806,22.769761,0.268952,0.165191,0.446105,0.667444,47.831886,0.206667,2.129421,1.21881,1015.193548,441.971471,0.001971,0.000574,0.000245,5.183954,99.591772,0.39878,1.02599,0.212832,15,NA,NA,1854.83871,32.5
"63",11,8,"CTRL",3.493594,2.609232,11.664903,6.037117,0.493998,2.261187,14.220327,13.830892,0.079579,0.37741,0.075163,3.529447,3.138791,0.346022,0.193893,0.33882,0.483165,43.545125,0.49,0.495288,0.136056,435.217687,59.959406,0.001164,0.000368,0.000232,5.846126,95.378446,0.377939,0.36053,0.223424,14,0.302039,0.462621,2312.92517,56.5
"64",11,8,"CTRL",3.346146,2.658728,11.238349,6.105619,0.958889,4.469358,13.361362,12.5431,0.120579,0.500997,0.11604,6.260041,10.945803,0.337701,0.226253,0.429901,0.622849,34.988952,0.326667,1.176969,1.102468,652.306122,429.414404,0.00162,0.000673,0.000249,5.07157,99.501915,0.402583,1.608408,0.2102,16,0.262355,0.503103,2540.816327,62.5
"65",11,8,"CTRL",3.165104,2.62468,14.111801,5.18641,0.800703,2.354319,11.185337,9.669495,0.13653,0.339028,0.066108,15.788089,22.491085,0.299293,0.258438,1.006139,0.708439,33.805245,0.25,1.402374,1.407233,803.373333,532.668366,0.001431,6e-04,0.000245,5.583085,99.149251,0.402189,4.340899,0.212785,15,0.267985,0.556944,2853.333333,92.5
"66",11,2,"KO",0.000737,NA,0.672476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"67",11,2,"KO",0.000625,NA,0.691313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"68",11,3,"KO",0.02125,1.30196,1.107182,0.207778,1.124293,0.973243,6.583333,1.296362,0.187671,0.134512,0.096997,126.57234,141.491247,0.008333,0.002357,NA,0.701511,7.120913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000315,13,0.001406,0.018306,NA,NA
"69",11,3,"KO",0.289792,2.112598,1.304491,2.307083,1.153805,1.651042,8.601033,5.896707,0.16315,0.241378,0.06784,35.645196,36.203306,0.072917,0.082605,1.393409,0.813071,15.054811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000864,129,0.010685,0.050575,NA,NA
"70",11,4,"KO",0.61651,1.63934,1.528789,1.637222,1.939796,3.83629,7.049209,3.796764,0.30762,0.537258,0.215863,21.635686,30.735073,0.096061,0.117858,0.751228,0.730951,24.794398,0.003333,0.50304,NA,93,NA,0.005468,NA,0.00352,1.055486,0.785672,NA,NA,0.005071,194,NA,NA,3000,438.5
"71",11,4,"KO",0.640729,1.590787,1.984244,2.137544,0.300074,0.177758,7.932807,4.933864,0.061409,0.063635,0.051534,14.288167,18.066116,0.180513,0.188782,0.710336,0.586384,17.190759,0.006667,0.55072,0.074331,141.5,28.991378,0.003949,0.000286,0.00284,1.037997,2.300439,NA,NA,0.008326,100,NA,NA,1500,94.5
"72",11,4,"KO",0.559115,1.617225,1.954216,1.426533,1.598515,4.953695,7.925223,4.536815,0.174453,0.397872,0.163348,22.121929,34.037941,0.108889,0.105221,0.6595,0.743,27.286625,0.056667,0.601285,0.118793,164,59,0.004148,0.001477,0.002847,1.195873,25.971122,0.565753,0.227353,0.01336,28,NA,NA,764.705882,408.5
"73",11,5,"KO",1.192083,2.382038,3.863041,2.716429,0.400263,0.653498,17.239633,20.92536,0.084238,0.228793,0.088502,20.307888,27.558322,0.088846,0.049674,0.336586,0.523024,38.436781,0.12,0.929047,0.064592,495.444444,25.666481,0.001883,0.000149,0.00062,3.79078,77.927298,0.374177,0.086581,0.061631,26,0.195317,0.292323,2305.555556,422.5
"74",11,5,"KO",1.243021,2.446223,5.389483,3.050385,0.349899,0.431945,22.797661,35.784404,0.063764,0.152107,0.037895,24.015455,45.325245,0.090909,0.057911,0.490261,0.584477,34.343684,0.13,0.912287,0.08976,538.230769,24.50506,0.001699,0.000166,0.00067,3.386165,87.953574,0.461825,0.140882,0.052053,43,0.168304,0.292686,1871.794872,406.5
"75",11,5,"KO",3.407969,3.063787,6.531985,6.406765,0.91964,3.633041,26.777314,40.518731,0.110389,0.455117,0.123675,5.68296,7.470838,0.281806,0.151826,0.361215,0.409616,38.551366,0.4,0.749126,0.207136,519.541667,91.556925,0.001434,0.000153,0.000467,3.702713,95.280669,0.166981,0.096964,0.100875,33,0.24297,0.3373,2491.666667,338.5
"76",11,6,"KO",3.025833,2.197108,4.896323,6.901905,0.137736,0.067375,21.740993,29.809393,0.017495,0.011431,0.015446,16.928796,30.084456,0.205079,0.146889,0.374884,0.574064,27.724145,0.346667,0.771211,0.060054,502.903846,29.602387,0.001539,0.000114,0.000498,3.324867,90.026852,0.219502,0.077309,0.078502,30,0.184146,0.341904,2509.615385,364.5
"77",11,6,"KO",3.181875,2.168118,5.847337,8.132667,0.219789,0.435886,19.730115,25.628373,0.052017,0.149948,0.02086,11.829393,16.884885,0.266,0.209627,0.420066,0.518793,27.408983,0.486667,0.649664,0.077218,403.047945,18.420503,0.001616,0.000179,0.000449,3.962722,96.321941,0.132935,0.136616,0.095118,29,0.173492,0.277933,2191.780822,314.5
