0,0.08768,-0.16662,-0.0099713,0.11013,-0.0018695,0.027886,0.038617,-0.057493,0.06561,0.043196,0.03539,-0.014743,0.040565,0.029942,0.097647,0.010502,0.00011439,0.017393,-0.039555,-0.059628,0.12482,0.092383,0.096968,-0.0064399,0.10053,0.054871,0.057871,-0.020421,0.01172,0.064006,0.04072,-0.11968,0.035712,-0.10017,-0.033423,-0.18088,-0.021703,-0.027481,-0.072057,0.060572,-0.098314,-0.16996,-0.06056,-0.035019,-0.22277,0.0057874,-0.10753,-0.17279,-0.12534,-0.086505,-0.15418,-0.088831,-0.13184,-0.070619,-0.062996,0.12227,-0.22127,0.019107,-0.12321,0.032042,-0.076284,-0.13053,0.010662
0.08768,0,-0.23212,-0.075142,0.16629,-0.062667,0.158,0.15189,-0.26631,0.08252,0.040065,0.027054,0.067923,0.051109,0.03183,0.15043,0.043771,0.046181,-0.019309,-0.1021,-0.18571,0.097029,0.13494,0.18551,0.024767,0.11557,0.0093082,0.11752,0.038113,0.14315,0.17402,0.056302,-0.29013,0.11504,-0.11149,-0.011049,-0.044439,-0.036016,-0.029994,-0.077993,0.073885,-0.22172,-0.11748,-0.16502,-0.10558,-0.21311,0.05871,-0.26314,-0.18103,-0.26536,-0.14451,-0.11889,-0.13749,-0.20137,-0.10168,-0.05019,-0.047753,-0.18263,0.059053,-0.2062,0.14552,-0.27938,0.072984,-0.070405
-0.16662,-0.23212,0,0.22465,-0.36047,0.17104,-0.21104,-0.37353,0.5645,-0.30102,-0.2522,-0.089584,-0.15677,-0.16987,-0.19752,-0.35884,0.11039,-0.020206,0.031227,0.33729,0.3776,-0.16606,-0.31058,-0.46292,0.11725,-0.18646,-0.030873,-0.27318,-0.10215,-0.3219,-0.33431,-0.073158,0.72668,-0.28127,0.16463,0.0053441,0.42589,0.082205,0.12435,0.26034,-0.092306,0.75806,0.42723,0.36993,0.32613,0.60918,-0.10643,0.6683,0.58623,0.75589,0.57675,0.44225,0.42996,0.6318,0.3163,0.17035,-0.0013327,0.61307,0.11039,0.63785,-0.44192,0.65713,0.10867,-0.04618
-0.0099713,-0.075142,0.22465,0,-0.19094,0.094428,-0.0653,-0.13299,0.25738,-0.030513,-0.12157,-0.082925,-0.10787,-0.044121,0.0077836,-0.12683,0.042161,-0.016167,0.056556,0.16291,0.19552,-0.11345,-0.022374,-0.18213,0.057959,-0.038603,0.027347,-0.13893,-0.040595,-0.1202,-0.13086,-0.10137,0.24543,-0.11448,0.046461,0.060628,0.10888,0.050434,0.012459,0.1098,-0.070759,0.19821,0.20317,0.17027,0.15505,0.16188,-0.069842,0.23498,0.11721,0.237,0.16462,0.17178,0.1415,0.24204,0.18145,0.099286,0.015764,0.13733,0.061281,0.19936,-0.15616,0.23975,-0.047214,0.04049
0.11013,0.16629,-0.36047,-0.19094,0,-0.051837,0.1398,0.20816,-0.40663,0.21587,0.15724,0.00015926,0.096156,0.16483,0.094751,0.16256,-0.06227,0.025371,-0.094888,-0.17701,-0.3084,0.1162,0.095786,0.26273,-0.075707,0.1424,0.052247,0.15756,0.15265,0.22464,0.16712,0.0319,-0.44665,0.15235,-0.12637,-0.020976,-0.20684,-0.051977,-0.15509,-0.18198,0.058534,-0.39279,-0.30676,-0.22843,-0.11767,-0.30529,0.042007,-0.38634,-0.29855,-0.40553,-0.30732,-0.2309,-0.28196,-0.36555,-0.24841,-0.1322,0.034281,-0.27699,-0.057118,-0.32955,0.16821,-0.3958,0.04721,-0.020424
-0.0018695,-0.062667,0.17104,0.094428,-0.051837,0,-0.00626,-0.18358,0.21371,-0.049698,-0.095075,0.038261,-0.044359,-0.057244,-0.066607,-0.064251,-0.013831,-0.0043716,0.059984,0.093404,0.13703,-0.05081,-0.064496,-0.1015,0.048219,-0.03308,-0.014872,-0.073019,0.0413,-0.081741,-0.17534,-0.015758,0.20442,-0.090967,0.070668,0.052083,0.12043,0.0059106,0.04372,0.19417,-0.025526,0.13001,0.098255,0.12758,0.14625,0.12341,-0.060083,0.18108,0.11641,0.19722,0.18478,0.036081,0.08407,0.13129,0.19062,0.090438,-0.013378,0.108,-0.013991,0.16942,-0.14115,0.18084,-0.024904,0.040484
0.027886,0.158,-0.21104,-0.0653,0.1398,-0.00626,0,0.16202,-0.28332,0.17036,0.1329,0.02533,0.11124,0.11021,0.046757,0.14473,-0.054581,0.00077703,-0.092687,-0.1697,-0.2093,0.15822,0.13209,0.15665,-0.015553,0.14243,0.04946,0.11053,0.068552,0.19959,0.14371,-0.049123,-0.34416,0.16376,-0.098681,0.080804,-0.12491,-0.075634,-0.053073,-0.11906,0.04132,-0.23514,-0.2463,-0.17915,-0.20762,-0.22296,0.054184,-0.26538,-0.20029,-0.32346,-0.17744,-0.072148,-0.16115,-0.26564,-0.18982,-0.11414,-0.0078835,-0.24488,-0.054585,-0.20973,0.19898,-0.34493,0.031818,0.026707
0.038617,0.15189,-0.37353,-0.13299,0.20816,-0.18358,0.16202,0,-0.47191,0.14391,0.1579,0.061026,0.15474,0.12019,0.18198,0.20854,-0.04979,-0.00015581,-0.10327,-0.21649,-0.25786,0.15611,0.16115,0.31438,-0.019448,0.20131,-0.0029809,0.22371,0.075042,0.25517,0.19766,-0.013522,-0.48446,0.19039,-0.12415,0.0021405,-0.23576,-0.11557,-0.15327,-0.22593,0.014346,-0.40389,-0.21482,-0.27356,-0.18198,-0.30692,0.15527,-0.41781,-0.30018,-0.47959,-0.366,-0.16536,-0.24689,-0.33458,-0.23187,-0.19853,0.03317,-0.28976,-0.099035,-0.36444,0.30198,-0.48458,0.040752,0.0038628
-0.057493,-0.26631,0.5645,0.25738,-0.40663,0.21371,-0.28332,-0.47191,0,-0.24928,-0.29121,-0.08026,-0.14157,-0.20664,-0.19563,-0.36978,0.084514,-0.037199,0.11804,0.2755,0.59211,-0.2234,-0.23896,-0.51327,0.14771,-0.214,0.040173,-0.26901,-0.186,-0.37294,-0.31125,-0.096532,0.84124,-0.30732,0.22255,-0.060277,0.26107,0.13223,0.20516,0.2216,-0.10459,0.66625,0.37512,0.47613,0.35736,0.41854,-0.15688,0.67308,0.43946,0.73909,0.46217,0.28498,0.3508,0.61111,0.44819,0.19468,-0.089715,0.43341,0.15196,0.5411,-0.45246,0.78968,-0.17704,0.013131
0.06561,0.08252,-0.30102,-0.030513,0.21587,-0.049698,0.17036,0.14391,-0.24928,0,0.1049,0.091789,0.11983,0.10624,0.0080479,0.13565,-0.026023,0.061687,-0.005654,-0.15536,-0.18939,0.098616,0.030238,0.15283,-0.027458,0.081446,0.016279,0.096963,0.062369,0.090121,0.097419,-0.0014235,-0.30977,0.036407,-0.12608,0.027548,-0.22881,0.011947,-0.067469,-0.053377,0.068108,-0.29114,-0.13597,-0.14938,-0.10822,-0.27694,0.020501,-0.26508,-0.27463,-0.32426,-0.17175,-0.16906,-0.15824,-0.2615,-0.14702,-0.12948,0.033409,-0.25533,-0.021004,-0.30815,0.15747,-0.25655,0.0028486,0.088087
0.043196,0.040065,-0.2522,-0.12157,0.15724,-0.095075,0.1329,0.1579,-0.29121,0.1049,0,0.04039,0.064729,0.13819,-0.0044591,0.19329,-0.021073,0.053921,-0.11491,-0.14347,-0.14265,0.10438,0.098434,0.20708,0.0020847,0.07056,-0.012394,0.075776,0.065689,0.15003,0.17391,-0.007246,-0.28015,0.14834,-0.08258,-0.019556,-0.2057,-0.079033,-0.065563,-0.16075,-0.019423,-0.26646,-0.20608,-0.16122,-0.13135,-0.20334,0.04206,-0.20493,-0.13913,-0.2708,-0.19479,-0.11777,-0.11678,-0.2664,-0.18007,-0.04318,-0.023556,-0.18267,-0.016931,-0.23993,0.21809,-0.28716,0.043046,-0.0021499
0.03539,0.027054,-0.089584,-0.082925,0.00015926,0.038261,0.02533,0.061026,-0.08026,0.091789,0.04039,0,0.018948,0.0053086,-0.0094652,-0.0084341,0.0089897,0.010014,0.0044328,-0.053504,-0.022386,0.03132,0.038292,-0.020449,0.037733,0.06708,-0.0018931,0.015217,0.028585,-0.0021994,0.038037,-0.0024892,-0.098711,0.053597,-0.053032,-0.069353,-0.1256,-0.059784,-0.043244,-0.057906,0.052325,-0.12037,-0.084737,-0.083009,-0.010676,-0.14547,0.064683,-0.12437,-0.10931,-0.081876,-0.093753,-0.073351,-0.042332,-0.12684,-0.075689,-0.007596,-0.052165,-0.12152,-0.018657,-0.029381,0.04997,-0.068983,-0.13687,0.062305
